1520866414.000000, 1520866414.000000, 1520866414.000000
32.000000, 32.000000, 32.000000
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,55
-7,-30,55
-7,-29,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-8,-30,55
-8,-30,55
-8,-30,56
-7,-29,56
-6,-30,56
-6,-30,55
-7,-30,55
-7,-30,56
-8,-30,55
-7,-30,55
-7,-30,55
-7,-30,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-30,56
-6,-30,56
-6,-30,55
-6,-30,56
-7,-30,55
-7,-30,55
-8,-30,55
-7,-30,56
-7,-30,56
-6,-30,55
-7,-30,55
-7,-30,56
-7,-30,55
-7,-30,55
-7,-30,55
-6,-30,55
-8,-30,55
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,55
-6,-29,56
-7,-29,56
-6,-29,57
-7,-29,57
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,56
-7,-29,56
-7,-29,56
-7,-30,55
-7,-30,55
-8,-30,55
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,55
-7,-30,56
-7,-30,56
-6,-30,56
-7,-30,55
-7,-30,55
-7,-30,55
-8,-30,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-30,55
-7,-30,55
-7,-30,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,55
-7,-30,56
-7,-29,56
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,56
-6,-29,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-6,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,55
-7,-29,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-29,56
-8,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-29,55
-7,-29,56
-7,-29,56
-6,-29,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-29,56
-8,-29,56
-7,-30,55
-7,-29,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-29,55
-7,-29,55
-7,-30,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,55
-7,-30,55
-8,-30,56
-7,-30,56
-7,-30,56
-6,-29,56
-8,-30,56
-8,-30,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,55
-7,-29,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-30,55
-7,-29,56
-7,-30,56
-6,-30,56
-7,-30,55
-7,-30,56
-7,-30,55
-7,-30,55
-7,-29,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,55
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-30,55
-7,-30,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,55
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-30,56
-8,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-8,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,55
-7,-29,56
-8,-29,56
-7,-29,56
-7,-29,56
-7,-29,57
-7,-29,56
-7,-29,56
-7,-29,55
-7,-29,55
-7,-29,56
-7,-29,56
-6,-29,56
-7,-29,56
-7,-29,56
-8,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,55
-8,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,55
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,55
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-29,55
-7,-30,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-29,55
-7,-30,56
-7,-30,56
-8,-30,56
-7,-30,55
-7,-30,56
-7,-29,56
-7,-29,56
-7,-30,56
-7,-30,55
-7,-30,55
-7,-30,56
-7,-30,56
-8,-30,56
-7,-29,56
-7,-30,56
-7,-29,56
-7,-30,56
-7,-30,56
-8,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-30,56
-7,-29,56
-7,-29,56
-8,-30,56
-7,-30,56
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,55
-7,-30,55
-8,-30,55
-7,-30,55
-8,-30,55
-7,-30,55
-8,-30,55
-7,-30,56
-8,-30,55
-8,-30,55
-8,-30,55
-8,-30,55
-7,-30,56
-8,-29,55
-8,-29,56
-8,-30,56
-7,-30,56
-7,-29,55
-7,-29,56
-8,-29,56
-8,-29,56
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,55
-8,-29,55
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,55
-9,-30,55
-9,-29,55
-8,-29,56
-8,-29,56
-8,-29,56
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-9,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-9,-29,56
-8,-29,56
-8,-29,56
-9,-29,55
-8,-29,55
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,55
-8,-29,55
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-9,-29,55
-8,-29,56
-8,-29,56
-8,-29,56
-8,-28,57
-8,-29,56
-8,-28,56
-8,-29,56
-7,-29,56
-8,-28,56
-8,-29,56
-8,-29,56
-8,-29,55
-7,-29,56
-8,-29,56
-7,-29,56
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-7,-29,56
-8,-29,56
-8,-28,56
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-7,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-7,-29,56
-8,-29,56
-8,-28,56
-8,-29,56
-8,-29,55
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,57
-7,-29,56
-8,-29,56
-8,-29,55
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,57
-8,-29,56
-8,-29,56
-8,-29,56
-7,-28,56
-8,-29,56
-8,-29,56
-8,-28,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-29,56
-8,-28,56
-8,-29,56
-8,-29,57
-7,-29,56
-8,-29,56
