1520262760.000000, IBI
31.110799,0.609403
31.767079,0.656280
32.485862,0.718783
33.329651,0.843789
34.220316,0.890666
35.126608,0.906291
35.907894,0.781286
36.611051,0.703157
37.376711,0.765660
38.220500,0.843789
39.126791,0.906291
40.064334,0.937543
40.798743,0.734409
41.470648,0.671906
42.205057,0.734409
43.017594,0.812537
43.923886,0.906291
44.830177,0.906291
45.767720,0.937543
46.517754,0.750034
47.252163,0.734409
48.064700,0.812537
48.955366,0.890666
49.861657,0.906291
50.799200,0.937543
51.533609,0.734409
52.189889,0.656280
52.877420,0.687531
53.627455,0.750034
54.439992,0.812537
55.268155,0.828163
56.127569,0.859414
56.940106,0.812537
57.612012,0.671906
58.362046,0.750034
59.205835,0.843789
60.065249,0.859414
60.987167,0.921917
61.971587,0.984420
62.799750,0.828163
63.565410,0.765660
64.331070,0.765660
65.174858,0.843789
66.065524,0.890666
66.956190,0.890666
67.893733,0.937543
68.721896,0.828163
69.487556,0.765660
70.331344,0.843789
71.159507,0.828163
72.050173,0.890666
72.987716,0.937543
73.784627,0.796911
74.534662,0.750034
75.394076,0.859414
76.378496,0.984420
77.175408,0.796911
78.097325,0.921917
78.909862,0.812537
79.628645,0.718783
80.394305,0.765660
81.284971,0.890666
82.175637,0.890666
83.113179,0.937543
83.972594,0.859414
84.738254,0.765660
85.628920,0.890666
86.472708,0.843789
87.379000,0.906291
88.285291,0.906291
89.050951,0.765660
89.785360,0.734409
90.519768,0.734409
91.363557,0.843789
92.207346,0.843789
93.066760,0.859414
93.832420,0.765660
94.582454,0.750034
95.394992,0.812537
96.316909,0.921917
97.301329,0.984420
98.207620,0.906291
98.957655,0.750034
99.707689,0.750034
100.488975,0.781286
101.379641,0.890666
102.301558,0.921917
103.176598,0.875040
103.942258,0.765660
104.676666,0.734409
